Metrekare,Oda_Sayisi,Bina_Yasi,Fiyat,Lokasyon_B,Lokasyon_C
189,5,30,479000,False,True
100,1,4,242000,False,True
166,4,13,440000,False,True
95,5,7,431000,False,False
102,1,38,176000,False,True
137,5,3,481000,False,True
170,2,9,352000,False,True
62,3,14,284000,True,False
138,5,11,466000,False,True
174,4,37,400000,False,True
167,5,14,489000,False,True
103,5,19,415000,False,False
165,5,8,499000,True,False
167,5,7,503000,True,False
53,4,7,339000,False,True
124,4,3,418000,False,True
98,5,3,442000,False,False
56,3,18,270000,False,True
159,5,45,419000,False,False
171,4,33,405000,False,True
60,2,37,186000,False,False
141,5,28,435000,True,False
72,5,36,350000,False,True
77,5,16,395000,False,False
160,5,15,480000,False,False
106,1,29,198000,False,True
75,5,18,389000,False,False
103,4,49,305000,False,True
78,4,46,286000,False,True
146,1,46,204000,False,False
63,5,19,375000,False,False
127,3,29,319000,False,False
84,5,6,422000,True,False
79,4,45,289000,False,True
141,2,47,247000,False,True
66,2,27,212000,True,False
142,3,7,378000,True,False
128,5,27,424000,False,False
159,1,19,271000,False,True
151,5,17,467000,True,False
155,3,41,323000,True,False
96,3,11,324000,False,True
113,3,5,353000,False,True
113,2,2,309000,False,True
136,5,47,392000,False,False
56,5,12,382000,True,False
71,1,42,137000,False,False
130,3,42,296000,False,True
123,3,11,351000,False,True
187,4,10,467000,True,False
184,4,28,428000,False,False
174,2,7,360000,False,False
99,5,14,421000,False,False
101,1,13,225000,False,True
50,1,5,190000,True,False
53,3,42,219000,False,False
194,1,8,328000,False,True
181,3,1,429000,False,True
53,5,5,393000,False,False
50,1,11,178000,True,False
120,3,43,284000,True,False
84,5,48,338000,False,False
57,5,10,387000,False,True
85,3,15,305000,False,True
172,3,39,344000,False,False
92,2,47,198000,False,True
76,5,29,368000,False,True
81,3,25,281000,False,False
127,5,48,381000,False,True
170,1,6,308000,False,False
195,4,11,473000,False,False
65,4,17,331000,False,False
148,3,15,368000,False,True
96,3,16,314000,False,False
80,5,2,426000,False,True
53,3,36,231000,False,False
66,5,19,378000,True,False
88,3,38,262000,False,True
97,5,21,405000,False,True
88,3,11,316000,False,True
181,2,41,299000,True,False
79,5,3,423000,False,False
71,2,34,203000,True,False
115,2,18,279000,False,False
157,2,15,327000,False,False
61,2,25,211000,False,False
85,1,15,205000,False,False
67,4,30,307000,False,False
139,1,17,255000,True,False
50,3,18,264000,False,True
176,3,31,364000,True,False
139,4,43,353000,False,True
136,4,18,400000,False,True
139,4,35,369000,False,True
183,2,13,357000,True,False
119,1,14,241000,False,False
93,3,36,271000,False,False
135,1,18,249000,False,True
68,1,5,208000,False,False
150,1,14,272000,False,False
195,4,25,445000,True,False
144,4,44,356000,False,False
150,3,39,322000,False,False
79,3,12,305000,True,False
82,3,40,252000,False,False
61,1,28,155000,False,True
167,4,35,397000,True,False
143,2,1,341000,False,False
186,1,3,330000,False,False
198,5,43,462000,True,False
125,1,7,261000,False,True
78,4,9,360000,True,False
166,5,36,444000,False,True
64,1,23,168000,True,False
51,4,24,303000,False,False
166,4,10,446000,True,False
67,2,48,171000,True,False
52,1,12,178000,False,True
184,4,19,446000,True,False
157,3,32,343000,False,True
144,4,24,396000,True,False
171,2,22,327000,False,False
60,4,3,354000,True,False
117,1,40,187000,False,False
172,1,27,268000,False,True
162,5,19,474000,False,True
147,1,9,279000,False,True
142,5,49,394000,False,True
71,3,13,295000,True,False
176,2,2,372000,True,False
183,3,36,361000,True,False
74,5,29,366000,False,False
134,4,11,412000,True,False
104,4,34,336000,False,False
193,3,4,435000,False,False
144,4,4,436000,True,False
191,5,1,539000,False,False
168,2,25,318000,False,True
58,1,26,156000,True,False
199,5,11,527000,True,False
91,5,23,395000,False,False
102,1,2,248000,True,False
123,1,19,235000,True,False
88,2,29,230000,False,False
171,2,40,291000,True,False
64,2,4,256000,True,False
172,4,16,440000,True,False
160,5,47,416000,False,False
180,1,37,256000,True,False
132,5,27,428000,True,False
59,5,5,399000,True,False
141,2,15,311000,False,True
78,2,23,232000,True,False
84,5,49,336000,False,False
55,2,3,249000,False,True
189,4,18,453000,False,False
160,1,43,224000,True,False
87,5,26,385000,True,False
126,1,6,264000,True,False
142,4,44,354000,False,True
196,2,17,362000,True,False
116,3,46,274000,False,False
185,4,38,409000,False,True
57,3,42,223000,False,False
171,1,48,225000,False,False
133,5,27,429000,False,False
181,2,20,341000,False,False
134,4,6,422000,False,False
94,2,35,224000,True,False
185,3,12,411000,False,False
136,3,48,290000,False,False
65,5,3,409000,True,False
126,3,48,280000,False,True
58,5,4,400000,True,False
109,4,45,319000,False,True
127,5,4,469000,False,False
126,3,4,368000,True,False
120,1,39,192000,False,True
64,5,21,372000,False,True
120,2,44,232000,True,False
151,1,2,297000,True,False
71,5,16,389000,True,False
162,2,7,348000,True,False
50,1,19,162000,True,False
59,5,43,323000,False,False
159,4,33,393000,False,False
162,2,9,344000,True,False
99,4,37,325000,True,False
61,3,17,277000,False,False
138,5,27,434000,False,True
161,5,33,445000,False,False
127,2,49,229000,True,False
170,5,12,496000,False,True
72,3,45,232000,True,False
183,5,11,511000,False,True
74,1,13,198000,True,False
67,4,31,305000,False,False
190,3,13,414000,True,False
92,3,38,266000,False,False
127,4,26,375000,False,True
77,4,31,315000,False,False
195,3,22,401000,False,True
108,4,6,396000,True,False
112,2,20,272000,False,False
141,4,21,399000,False,True
105,1,10,235000,False,True
160,1,19,272000,False,True
186,2,35,316000,False,True
117,4,26,365000,True,False
95,1,7,231000,True,False
116,5,37,392000,True,False
185,4,8,469000,False,True
55,2,5,245000,True,False
73,4,44,285000,False,True
143,3,36,321000,False,True
62,3,28,256000,False,True
74,1,3,218000,False,False
197,3,39,369000,True,False
167,2,8,351000,True,False
131,1,15,251000,False,False
160,2,27,306000,False,False
131,2,49,233000,False,False
115,3,36,293000,False,False
94,3,16,312000,False,True
163,2,26,311000,True,False
112,3,45,272000,True,False
125,3,44,287000,True,False
163,3,4,405000,False,True
160,4,12,436000,True,False
196,2,17,362000,False,False
84,5,41,352000,True,False
102,2,44,214000,True,False
75,1,26,173000,False,True
63,3,31,251000,False,False
167,3,15,387000,False,False
94,5,34,376000,False,False
100,1,29,192000,True,False
168,4,9,450000,False,False
68,2,14,240000,False,False
131,4,36,359000,True,False
125,1,4,267000,False,True
141,5,38,415000,True,False
82,1,37,158000,False,True
196,5,24,498000,False,True
77,4,17,343000,False,False
172,4,13,446000,False,False
175,1,20,285000,True,False
86,1,17,202000,False,True
148,3,27,344000,True,False
147,5,33,431000,False,False
176,3,21,384000,False,True
129,2,17,295000,False,False
87,2,22,243000,False,False
126,1,25,226000,False,False
175,4,3,469000,False,True
136,2,27,282000,False,True
103,2,27,249000,False,False
199,3,46,357000,False,True
65,3,12,291000,False,False
77,2,15,247000,False,False
95,1,38,169000,False,False
121,3,20,331000,False,True
134,2,22,290000,True,False
75,4,2,371000,True,False
134,3,4,376000,False,True
114,2,45,224000,False,True
183,5,13,507000,False,False
164,3,32,350000,False,False
113,5,22,419000,True,False
136,3,25,336000,False,False
156,3,27,352000,True,False
145,5,17,461000,True,False
126,1,6,264000,False,True
195,2,43,309000,False,True
136,1,16,254000,False,True
198,1,8,332000,True,False
106,2,33,240000,False,True
152,4,10,432000,True,False
140,1,34,222000,False,True
94,1,19,206000,True,False
137,1,14,259000,False,False
164,4,3,458000,False,False
96,3,41,264000,True,False
184,5,23,488000,True,False
99,5,40,369000,False,False
133,4,11,411000,True,False
140,1,47,196000,True,False
183,5,6,521000,False,False
140,4,34,372000,True,False
186,2,1,384000,False,True
158,5,35,438000,False,False
106,2,25,256000,False,True
80,1,29,172000,True,False
70,5,23,374000,True,False
139,4,18,403000,False,True
89,3,14,311000,True,False
161,5,17,477000,True,False
94,5,2,440000,False,True
126,5,31,414000,True,False
136,5,19,448000,False,False
197,4,32,433000,False,True
150,4,28,394000,False,True
166,3,41,334000,False,True
141,4,8,425000,False,True
194,4,42,410000,False,False
77,1,41,145000,False,True
74,1,40,144000,False,True
107,2,39,229000,True,False
90,3,22,296000,False,True
183,1,24,285000,True,False
124,3,38,298000,False,True
87,3,2,333000,False,True
183,5,41,451000,False,False
124,3,41,292000,True,False
191,5,19,503000,False,False
115,2,41,233000,True,False
52,2,2,248000,False,True
166,2,28,310000,False,False
148,5,32,434000,True,False
68,5,19,380000,True,False
195,2,16,363000,False,False
165,5,30,455000,True,False
174,4,22,430000,False,True
137,4,14,409000,True,False
84,5,1,432000,False,True
50,5,45,310000,True,False
175,1,2,321000,False,False
138,1,22,244000,False,True
193,3,46,351000,True,False
196,3,33,380000,False,True
74,3,15,294000,False,False
65,2,41,183000,True,False
122,4,22,378000,True,False
178,2,40,298000,False,True
91,5,39,363000,False,False
196,1,41,264000,False,False
129,5,41,397000,True,False
153,5,11,481000,False,True
195,1,4,337000,True,False
83,5,7,419000,True,False
138,3,21,346000,False,True
174,1,7,310000,False,False
94,5,4,436000,True,False
183,3,12,409000,True,False
70,3,27,266000,False,True
171,4,17,437000,False,True
119,3,20,329000,True,False
145,2,31,283000,False,False
154,1,26,252000,False,True
97,1,31,185000,True,False
88,1,35,168000,False,False
80,5,9,412000,False,True
59,5,5,399000,False,True
79,2,48,183000,True,False
67,3,8,301000,False,True
137,5,21,445000,True,False
174,3,16,392000,False,True
122,3,16,340000,False,False
64,5,18,378000,False,False
53,5,47,309000,False,True
58,2,28,202000,True,False
158,4,18,422000,False,True
186,1,14,308000,True,False
181,5,48,435000,False,True
65,5,37,341000,False,False
192,3,40,362000,True,False
148,4,16,416000,False,False
170,5,21,478000,False,False
101,4,1,399000,False,False
118,1,11,246000,False,True
54,3,11,282000,True,False
69,2,2,265000,False,False
128,1,32,214000,True,False
195,4,19,457000,True,False
160,4,5,450000,False,False
51,1,3,195000,False,True
142,4,28,386000,False,False
62,2,26,210000,False,False
53,2,23,207000,True,False
158,4,30,398000,False,True
123,4,8,407000,True,False
144,2,36,272000,False,True
154,4,29,396000,False,False
57,5,13,381000,False,True
116,3,25,316000,True,False
159,5,22,465000,False,False
58,4,46,266000,False,True
166,4,33,400000,False,True
60,3,37,236000,True,False
148,4,7,434000,False,True
91,3,23,295000,False,False
190,2,6,378000,False,True
169,3,15,389000,True,False
190,3,15,410000,False,True
61,5,40,331000,False,False
86,4,34,318000,False,False
123,2,14,295000,False,True
122,1,29,214000,False,True
101,3,16,319000,False,False
179,1,29,271000,True,False
105,4,23,359000,False,False
109,3,10,339000,False,True
72,1,47,128000,False,True
152,5,4,494000,True,False
89,1,12,215000,False,False
113,5,42,379000,False,False
134,2,34,266000,True,False
138,4,4,430000,False,False
80,1,20,190000,True,False
69,3,28,263000,False,False
179,4,28,423000,True,False
62,1,6,200000,True,False
171,3,14,393000,True,False
152,3,35,332000,False,True
155,3,47,311000,False,True
168,3,1,416000,False,True
119,1,19,231000,False,False
148,2,1,346000,True,False
131,5,13,455000,False,False
124,5,8,458000,False,False
167,5,18,481000,True,False
133,2,35,263000,False,True
118,3,23,322000,False,False
108,3,26,306000,False,False
175,4,41,393000,False,False
160,5,38,434000,False,True
111,5,20,421000,True,False
193,3,2,439000,True,False
177,5,26,475000,False,False
154,3,36,332000,True,False
117,3,25,317000,False,True
64,3,30,254000,True,False
84,1,18,198000,False,False
63,1,7,199000,False,False
151,1,27,247000,True,False
149,1,11,277000,False,False
56,2,37,182000,False,True
79,4,8,363000,False,True
98,4,11,376000,False,True
193,3,24,395000,False,True
160,5,30,450000,False,False
121,1,30,211000,False,False
129,4,15,399000,True,False
132,4,35,362000,False,False
91,1,39,163000,True,False
66,2,24,218000,False,False
56,2,8,240000,True,False
59,4,43,273000,True,False
83,2,42,199000,False,True
85,1,20,195000,True,False
55,4,41,273000,True,False
195,1,47,251000,True,False
183,2,26,331000,True,False
78,1,24,180000,True,False
175,2,22,331000,False,True
130,2,5,320000,True,False
124,1,15,244000,True,False
75,2,36,203000,True,False
176,3,37,352000,False,False
164,1,29,256000,False,False
175,3,15,395000,False,True
77,1,27,173000,True,False
180,2,49,282000,True,False
124,2,8,308000,False,False
127,4,29,369000,True,False
139,4,19,401000,False,True
70,3,31,258000,True,False
103,2,9,285000,False,True
152,4,10,432000,False,False
108,2,37,234000,False,True
121,1,10,251000,False,True
69,4,33,303000,False,True
161,3,25,361000,False,True
108,4,4,400000,False,True
120,2,5,310000,False,True
186,5,23,490000,False,True
158,5,39,430000,False,True
178,2,5,368000,False,True
105,1,8,239000,False,False
84,4,17,350000,False,True
172,5,1,520000,False,True
180,1,12,306000,True,False
153,2,35,283000,True,False
56,1,14,178000,True,False
76,2,48,180000,False,True
50,4,18,314000,False,False
136,1,10,266000,False,False
90,4,15,360000,True,False
172,1,42,238000,True,False
124,2,33,258000,False,True
91,2,19,253000,False,False
166,1,34,248000,False,False
112,2,45,222000,True,False
176,3,25,376000,False,False
182,3,16,400000,True,False
97,4,8,381000,True,False
52,3,35,232000,False,True
165,3,21,373000,True,False
148,5,19,460000,False,True
165,5,46,423000,False,False
63,5,11,391000,False,False
161,5,44,423000,True,False
110,2,11,288000,True,False
144,4,11,422000,False,True
66,4,22,322000,False,True
173,3,21,381000,False,False
73,4,27,319000,False,False
165,3,18,379000,True,False
131,4,42,347000,True,False
99,1,48,153000,False,True
128,1,40,198000,True,False
128,4,38,352000,False,True
119,2,30,259000,False,False
76,3,45,236000,False,False
64,4,47,270000,True,False
99,3,45,259000,False,True
85,5,33,369000,True,False
57,4,21,315000,True,False
128,2,2,324000,False,True
180,5,13,504000,True,False
96,4,2,392000,False,True
154,1,43,218000,False,True
147,4,45,357000,True,False
145,1,31,233000,False,True
165,1,10,295000,False,False
62,4,23,316000,False,False
50,4,22,306000,False,False
83,1,47,139000,False,False
128,3,29,320000,True,False
127,5,33,411000,False,False
170,2,31,308000,False,False
142,4,14,414000,False,False
147,5,10,477000,False,False
131,5,18,445000,True,False
87,3,11,315000,False,False
63,5,39,335000,False,True
185,4,47,391000,False,True
140,5,3,484000,True,False
103,4,2,399000,True,False
179,4,8,463000,True,False
150,1,31,238000,False,False
138,3,8,372000,True,False
105,2,43,219000,False,False
143,1,48,197000,True,False
142,2,2,338000,False,True
133,4,22,389000,False,True
134,1,5,274000,False,False
71,5,7,407000,True,False
84,5,20,394000,False,True
65,2,28,209000,False,False
99,4,13,373000,False,True
171,2,2,367000,True,False
177,3,32,363000,False,False
162,5,26,460000,False,True
66,1,3,210000,True,False
129,1,41,197000,False,False
179,1,42,245000,False,True
181,5,13,505000,False,True
134,4,21,392000,False,False
143,5,45,403000,True,False
183,5,37,459000,False,False
130,1,23,234000,False,True
118,5,7,454000,False,True
118,1,17,234000,False,True
197,4,28,441000,True,False
65,3,47,221000,False,True
100,1,30,190000,False,True
154,2,5,344000,False,False
115,3,24,317000,False,True
58,4,7,344000,False,False
156,3,34,338000,False,True
149,1,42,215000,False,False
135,4,33,369000,False,False
113,2,27,259000,False,False
71,1,14,193000,False,False
159,1,19,271000,True,False
146,4,48,350000,False,True
67,4,38,291000,True,False
120,3,12,346000,False,True
176,2,3,370000,False,False
146,3,7,382000,False,True
50,3,35,230000,False,False
181,1,25,281000,False,True
53,4,49,255000,False,False
174,1,15,294000,False,True
131,2,19,293000,False,True
76,3,19,288000,False,True
108,2,23,262000,False,False
81,4,11,359000,False,True
77,4,21,335000,False,False
155,5,34,437000,True,False
154,2,39,276000,False,True
119,1,7,255000,False,False
111,2,42,227000,False,False
83,3,44,245000,False,False
136,4,27,382000,True,False
163,4,23,417000,False,False
155,2,38,279000,True,False
105,2,20,265000,True,False
162,2,27,308000,False,False
62,3,8,296000,False,True
67,3,37,243000,True,False
162,1,3,306000,False,False
88,2,2,284000,True,False
128,1,22,234000,False,False
195,5,6,533000,False,False
79,3,39,251000,True,False
147,4,40,367000,False,False
107,5,36,385000,True,False
116,4,44,328000,False,False
120,5,24,422000,False,True
195,1,12,321000,False,True
155,1,17,271000,True,False
56,3,22,262000,True,False
89,4,19,351000,True,False
119,5,9,451000,True,False
117,2,12,293000,False,True
98,2,32,234000,True,False
101,3,31,289000,False,False
163,4,17,429000,False,False
156,2,23,310000,True,False
78,3,10,308000,False,False
198,3,30,388000,True,False
127,4,19,389000,False,False
58,2,26,206000,False,False
125,2,26,273000,True,False
91,2,11,269000,True,False
177,1,20,287000,False,True
69,2,45,179000,True,False
121,5,4,463000,False,True
114,1,47,170000,True,False
162,1,12,288000,False,False
73,1,25,173000,False,True
177,1,10,307000,False,False
132,3,22,338000,True,False
112,5,7,448000,True,False
109,4,24,361000,True,False
148,2,2,344000,True,False
111,1,32,197000,False,True
79,4,21,337000,False,True
71,3,7,307000,True,False
175,4,8,459000,False,False
91,1,38,165000,False,True
147,5,21,455000,False,False
80,4,8,364000,True,False
161,1,25,261000,False,True
195,1,28,289000,False,True
171,2,28,315000,False,True
66,2,31,204000,False,False
87,5,36,365000,True,False
191,2,25,341000,True,False
159,5,41,427000,False,True
71,3,37,247000,False,True
105,3,38,279000,True,False
168,2,12,344000,False,False
196,3,37,372000,False,True
106,4,37,332000,False,False
84,4,31,322000,False,False
163,4,18,427000,True,False
174,3,26,372000,True,False
178,4,6,466000,False,False
101,5,9,433000,False,False
134,1,11,262000,True,False
114,2,31,252000,False,True
178,5,46,436000,False,False
70,4,2,366000,False,True
65,1,29,157000,False,False
172,2,46,280000,True,False
110,5,42,376000,False,True
103,2,5,293000,True,False
75,3,23,279000,False,False
129,4,36,357000,True,False
114,5,7,450000,False,True
149,5,13,473000,True,False
123,1,42,189000,False,True
66,1,10,196000,True,False
170,1,36,248000,True,False
72,2,16,240000,False,True
184,4,15,454000,False,True
120,2,43,234000,False,True
157,4,19,419000,False,False
128,5,21,436000,True,False
95,2,35,225000,False,True
127,2,15,297000,False,False
65,2,48,169000,False,False
120,3,14,342000,False,True
145,4,29,387000,False,True
196,4,5,486000,False,True
51,2,49,153000,False,False
59,3,18,273000,False,False
174,2,1,372000,True,False
130,4,27,376000,False,False
189,5,27,485000,False,True
119,3,25,319000,True,False
199,3,41,367000,True,False
81,2,21,239000,True,False
154,5,14,476000,True,False
133,4,20,393000,False,True
178,1,28,272000,True,False
107,4,21,365000,False,True
195,4,23,449000,False,False
183,5,11,511000,False,True
94,3,2,340000,True,False
146,4,20,406000,False,False
72,3,24,274000,False,False
72,5,25,372000,False,False
184,5,37,460000,True,False
128,2,22,284000,False,True
93,1,24,195000,False,True
76,5,15,396000,True,False
75,5,12,401000,True,False
146,3,46,304000,False,False
85,5,31,373000,False,True
158,4,43,372000,True,False
104,2,31,242000,True,False
118,2,30,258000,False,True
110,4,41,328000,False,False
179,5,20,489000,False,False
104,1,8,238000,False,False
171,5,44,433000,False,True
146,2,30,286000,True,False
129,1,35,209000,True,False
136,3,21,344000,True,False
87,3,47,243000,True,False
168,5,40,438000,False,True
127,5,28,421000,False,False
84,1,39,156000,False,False
128,1,17,244000,False,False
116,5,12,442000,False,False
136,2,18,300000,True,False
83,3,47,239000,True,False
146,1,28,240000,False,True
120,2,3,314000,False,False
52,5,15,372000,True,False
107,4,16,375000,True,False
81,1,22,187000,True,False
80,4,49,282000,False,False
131,2,31,269000,True,False
92,3,31,280000,False,False
184,2,1,382000,False,False
154,3,11,382000,False,True
50,2,6,238000,False,True
110,1,23,214000,False,False
63,1,9,195000,False,False
55,4,16,323000,False,False
152,2,38,276000,True,False
59,2,44,171000,True,False
120,4,19,382000,True,False
139,5,45,399000,False,True
198,2,13,372000,False,False
175,2,32,311000,True,False
146,2,36,274000,True,False
123,5,9,455000,False,True
164,1,46,222000,False,True
100,4,46,308000,False,False
105,5,49,357000,False,False
90,3,37,266000,True,False
81,3,31,269000,True,False
64,5,31,352000,True,False
111,5,19,423000,True,False
77,1,2,223000,True,False
113,3,45,273000,False,True
179,4,32,415000,False,False
176,2,43,290000,False,True
85,2,34,217000,False,False
163,1,1,311000,False,False
62,1,21,170000,False,False
64,3,3,308000,False,True
138,4,27,384000,True,False
71,4,44,283000,False,False
123,5,7,459000,False,False
74,1,33,158000,False,True
150,2,9,332000,False,True
166,2,30,306000,True,False
90,3,18,304000,True,False
137,2,26,285000,False,False
159,4,20,419000,False,True
169,4,38,393000,True,False
146,1,41,214000,True,False
194,3,31,382000,True,False
106,2,8,290000,False,True
179,1,23,283000,False,True
145,5,25,445000,False,True
170,5,47,426000,False,True
111,2,1,309000,False,True
186,2,46,294000,False,False
117,2,18,281000,False,False
130,4,19,392000,False,True
66,2,42,182000,False,False
166,5,6,504000,False,True
99,2,17,265000,False,False
161,3,46,319000,False,False
143,5,45,403000,True,False
134,3,8,368000,False,True
198,5,42,464000,False,False
195,1,9,327000,False,False
123,5,37,399000,True,False
158,5,27,454000,False,False
194,3,36,372000,True,False
67,3,6,305000,False,False
91,5,6,429000,True,False
150,5,45,410000,True,False
94,4,4,386000,False,True
131,1,22,237000,False,True
66,1,40,136000,False,False
122,2,27,268000,False,True
63,5,37,339000,False,True
181,5,2,527000,False,True
131,5,9,463000,False,False
197,5,11,525000,False,False
169,1,20,279000,False,True
169,3,43,333000,False,True
96,4,39,318000,False,False
156,3,14,378000,False,True
157,3,26,355000,True,False
58,1,38,132000,False,False
128,4,30,368000,False,False
64,5,36,342000,True,False
68,1,38,142000,False,True
139,1,35,219000,True,False
75,4,6,363000,False,True
141,2,3,335000,False,True
131,1,1,279000,False,False
180,3,18,394000,False,False
91,3,23,295000,False,True
68,5,32,354000,True,False
66,1,29,158000,False,False
125,5,23,429000,False,True
112,1,36,190000,False,False
180,4,6,468000,False,False
156,1,17,272000,False,False
98,2,18,262000,True,False
104,3,31,292000,True,False
148,4,6,436000,False,True
101,3,34,283000,True,False
149,5,44,411000,False,True
166,4,44,378000,False,True
167,2,27,313000,False,False
56,3,36,234000,False,False
95,1,48,149000,True,False
95,1,42,161000,False,True
149,1,25,249000,False,True
193,4,10,473000,False,False
103,2,39,225000,False,False
111,2,46,219000,False,False
178,2,39,300000,True,False
98,3,12,324000,False,True
74,4,11,352000,False,True
59,1,49,111000,False,True
167,3,43,331000,False,False
193,2,3,387000,True,False
141,1,22,247000,True,False
183,4,4,475000,False,False
193,5,8,527000,True,False
197,2,14,369000,True,False
129,2,20,289000,False,True
120,2,24,272000,False,False
127,2,14,299000,False,False
92,1,28,186000,False,False
139,4,16,407000,False,False
127,3,32,313000,False,True
75,1,47,131000,True,False
170,4,12,446000,True,False
94,3,16,312000,False,True
112,2,19,274000,True,False
117,4,5,407000,False,False
51,2,12,227000,False,True
191,4,29,433000,False,True
157,5,5,497000,False,False
79,2,42,195000,False,False
98,2,17,264000,False,False
189,2,47,295000,True,False
93,1,8,227000,False,False
62,3,40,232000,False,True
127,2,40,247000,True,False
175,2,30,315000,True,False
147,1,10,277000,False,True
75,1,20,185000,True,False
198,5,45,458000,False,False
97,4,16,365000,False,False
115,2,41,233000,False,False
136,4,16,404000,False,False
128,1,42,194000,True,False
72,1,3,216000,False,True
130,5,23,434000,True,False
97,3,22,303000,False,True
173,1,28,267000,False,True
179,2,46,287000,False,False
133,5,45,393000,True,False
69,3,36,247000,False,False
95,5,4,437000,True,False
180,1,38,254000,True,False
61,3,24,263000,False,False
89,4,19,351000,True,False
115,3,11,343000,False,False
149,2,40,269000,False,True
127,4,46,335000,False,False
65,4,40,285000,True,False
132,2,46,240000,True,False
93,4,39,315000,False,True
183,1,18,297000,False,True
149,3,12,375000,False,True
71,3,14,293000,False,False
67,2,47,173000,False,False
61,1,18,175000,True,False
172,4,44,384000,False,True
166,3,42,332000,False,True
100,3,12,326000,False,False
120,3,40,290000,True,False
97,3,27,293000,False,True
68,5,6,406000,False,False
55,2,24,207000,False,False
133,4,33,367000,False,True
102,4,45,312000,False,True
156,2,16,324000,True,False
150,1,12,276000,False,True
97,2,31,235000,False,False
184,3,37,360000,False,True
118,3,13,342000,False,True
60,2,8,244000,True,False
192,2,38,316000,False,False
180,4,3,474000,False,True
171,4,20,431000,False,False
118,5,4,460000,True,False
72,5,44,334000,False,False
86,3,45,246000,False,True
58,5,2,404000,False,True
64,5,36,342000,True,False
180,1,23,284000,True,False
142,2,45,252000,True,False
66,4,19,328000,False,False
198,5,40,468000,False,False
121,4,8,405000,False,False
198,5,16,516000,False,False
170,5,43,434000,True,False
60,3,18,274000,False,False
121,1,36,199000,False,False
155,2,24,307000,False,False
174,2,1,372000,False,False
84,3,1,332000,True,False
168,3,46,326000,True,False
63,2,36,191000,False,True
63,2,11,241000,False,True
59,1,18,173000,False,False
189,5,16,507000,False,False
87,1,17,203000,True,False
157,2,24,309000,False,True
168,5,34,450000,False,False
83,2,4,275000,False,True
59,1,35,139000,False,True
171,1,15,291000,False,True
194,1,2,340000,True,False
194,5,31,482000,False,False
164,4,9,446000,False,False
50,4,10,330000,True,False
61,2,25,211000,True,False
152,5,5,492000,True,False
53,3,14,275000,False,True
190,4,42,406000,False,True
147,5,48,401000,False,False
155,5,38,429000,False,False
134,4,40,354000,False,True
170,5,2,516000,False,True
181,5,18,495000,True,False
131,4,29,373000,False,True
68,1,20,178000,False,False
179,2,8,363000,False,False
61,3,37,237000,True,False
130,2,49,232000,True,False
123,1,48,177000,False,False
147,1,26,245000,False,True
55,5,37,331000,False,True
185,2,49,287000,False,False
174,1,4,316000,False,True
100,2,33,234000,False,True
60,1,22,166000,False,False
176,3,6,414000,False,False
189,1,33,273000,True,False
122,2,28,266000,False,False
51,5,24,353000,True,False
57,2,4,249000,True,False
188,4,2,484000,False,True
173,2,13,347000,False,False
102,3,46,260000,False,True
59,3,49,211000,False,False
161,3,11,389000,False,False
57,1,35,137000,False,True
85,3,39,257000,True,False
155,2,10,335000,False,False
63,5,43,327000,True,False
135,3,10,365000,False,True
198,2,8,382000,False,True
99,1,5,239000,False,False
69,1,23,173000,False,True
136,5,34,418000,False,False
184,5,47,440000,False,False
186,2,32,322000,False,False
178,5,16,496000,False,False
87,5,4,429000,False,False
93,1,28,187000,False,True
135,2,48,239000,False,False
93,5,44,355000,True,False
123,2,14,295000,False,False
168,3,12,394000,False,False
171,1,21,279000,False,False
183,1,48,237000,False,True
194,1,16,312000,True,False
100,4,44,312000,True,False
87,2,2,283000,True,False
100,3,23,304000,False,True
59,5,29,351000,False,True
169,3,46,327000,False,False
198,2,43,312000,False,True
119,1,9,251000,True,False
134,4,7,420000,True,False
106,2,29,248000,False,True
175,2,44,287000,False,True
88,5,17,404000,True,False
82,3,9,314000,True,False
67,3,6,305000,True,False
106,5,44,368000,True,False
145,4,20,405000,True,False
97,1,10,227000,False,True
91,1,9,223000,False,True
76,4,12,352000,False,False
123,5,33,407000,False,False
159,2,32,295000,False,False
81,3,34,263000,False,True
75,2,19,237000,False,False
74,3,33,258000,False,False
124,2,48,228000,False,True
72,5,16,390000,True,False
106,5,23,410000,False,True
175,4,26,423000,False,True
136,2,45,246000,True,False
80,2,44,192000,False,False
113,4,41,331000,False,True
82,4,37,308000,False,True
51,5,9,383000,True,False
67,5,30,357000,False,True
133,2,13,307000,False,False
84,5,48,338000,True,False
163,5,42,429000,False,True
195,2,16,363000,False,False
159,4,46,367000,False,False
137,2,2,333000,False,True
121,1,31,209000,False,False
174,2,43,288000,True,False
79,1,19,191000,False,False
102,2,11,280000,True,False
187,1,14,309000,True,False
136,1,47,192000,True,False
188,2,25,338000,False,True
62,5,7,398000,False,False
89,3,15,309000,False,True
138,5,30,428000,False,True
117,1,31,205000,True,False
91,2,24,243000,False,True
196,2,25,346000,False,False
143,2,8,327000,False,True
68,2,30,208000,False,True
72,3,36,250000,True,False
103,4,14,375000,True,False
114,1,29,206000,False,True
189,3,27,385000,True,False
73,5,36,351000,False,True
83,4,34,315000,False,False
102,4,21,360000,False,False
185,2,38,309000,True,False
67,3,11,295000,False,False
106,5,33,390000,False,False
161,2,15,331000,False,True
54,2,12,230000,True,False
